Specimen properties : Length,"100.00000",mm
Specimen properties : Thickness,"1.00000",mm
Specimen properties : Width,"10.00000",mm
Test : Rate 1,"5.00000",mm/min

Time,Extension,Load
(s),(mm),(N)
"35.55000","2.96272","21966.31250"
"35.60000","2.96684","22007.50781"
"35.65000","2.97106","22047.18945"
"35.70000","2.97518","22087.93750"
"35.75000","2.97931","22130.35742"
"35.80000","2.98352","22171.54297"
"35.85000","2.98765","22213.85352"
"35.90000","2.99177","22255.07227"
"35.95000","2.99599","22296.49805"
"36.00000","3.00020","22339.19141"
"36.05000","3.00433","22380.85938"
"36.10000","3.00854","22423.22656"
"36.15000","3.01276","22466.04102"
"36.20000","3.01688","22506.33984"
"36.25000","3.02101","22547.26953"
"36.30000","3.02522","22589.37305"
"36.35000","3.02944","22631.82031"
"36.40000","3.03356","22673.43359"
"36.45000","3.03769","22715.41406"
"36.50000","3.04190","22755.67578"
"36.55000","3.04603","22798.59570"
"36.60000","3.05015","22840.36719"
"36.65000","3.05437","22880.81445"
"36.70000","3.05849","22922.27734"
"36.75000","3.06261","22963.79102"
"36.80000","3.06683","23005.85547"
"36.85000","3.07105","23046.72461"
"36.90000","3.07517","23088.55664"
"36.95000","3.07939","23130.38477"
"37.00000","3.08351","23171.79883"
"37.05000","3.08773","23213.44727"
